DEPT,CAL_N,DPHI_N,DTC_N,SGR_N,NPHI_N,PE_N,POR_N,RESDEEP_N,RESSHAL_N,RHOB_N,SP_N,K_SDR_N_PRE,K_GD_N_PRE
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-9999,-9999,-999.25,,,
